newspaper_event_id,short_description,newspaper_text,activation_boolean,follow_newspaper_id,follow_newspaper_time_break,probability,typ,spezial_date
-1,Das Edinburgh Rugby-Team bleibt ungeschlagen,Das Rugby-Team aus Edinburgh bleibt auch nach der letzten Begegnung mit einem klaren 9:0-Sieg gegen Cardiff ungeschlagen. Die Schotten setzen ihre beeindruckende Serie fort und haben nun einen komfortablen Vorsprung in der Tabelle.,True,4.0,3.0,3.0,Sport,05.02
-1,Der 'Golden Glove' Box-Wettbewerb bleibt spannend,"Der 'Golden Glove'-Boxwettbewerb bleibt eines der spannendsten Events des Jahres. Nach mehreren dramatischen Kämpfen stehen nun die Halbfinals bevor, und die britische Boxszene erwartet mit Spannung, wer den begehrten Titel holen wird.",True,4.0,3.0,3.0,Sport,17.10
-1,Londoner Cricket-Team besiegt Kent im entscheidenden Spiel,Das Londoner Cricket-Team konnte einen wichtigen Sieg gegen Kent verbuchen und setzte sich mit 5 Wickets durch. Der herausragende Bowler William Harris erzielte entscheidende Wickets und sicherte seinem Team den Sieg.,True,4.0,3.0,3.0,Sport,10.03
-1,Gewichtheben: Der britische Champion stellt neuen Rekord auf,Der Gewichtheber Thomas Williams hat im aktuellen Wettbewerb einen neuen britischen Rekord im Reißen aufgestellt. Mit einer Leistung von 160 Kilogramm im Gewichtheben setzte er sich an die Spitze und löste Begeisterung bei den Anhängern aus.,True,4.0,3.0,3.0,Sport,04.02
-1,Rugby-Team aus Wales besiegt Irland in hart umkämpftem Spiel,Das walisische Rugby-Team setzte sich in einem spannenden und hart umkämpften Spiel mit 12:9 gegen Irland durch. Die walisischen Spieler zeigten sowohl in der Verteidigung als auch im Angriff eine hervorragende Leistung.,True,4.0,3.0,3.0,Sport,16.08
-1,Boxkampf zwischen Londoner und New Yorker Herausforderern endet unentschieden,"Der internationale Boxkampf zwischen dem Londoner Champion Thomas White und dem New Yorker Herausforderer William Johnson endete nach zwölf spannungsgeladenen Runden mit einem Unentschieden. Beide Boxer zeigten ihr Können, doch ein klarer Sieger konnte nicht ermittelt werden.",True,4.0,3.0,3.0,Sport,24.08
-1,Hochklassiger Wettkampf im Londoner Tennis-Club,Der Tennis-Wettbewerb im Londoner Tennis-Club setzte neue Maßstäbe in Sachen Spielniveau. Der englische Spieler Edward Green konnte den Titel in einem dramatischen Finale gegen den Amerikaner Henry Johnson gewinnen und somit sein Können unter Beweis stellen.,True,4.0,3.0,3.0,Sport,03.05
-1,Der FC London setzt sich in der Liga klar durch,Der FC London zeigt in dieser Saison eine beeindruckende Leistung und sicherte sich mit einem weiteren 2:0-Sieg gegen Nottingham Forest drei wichtige Punkte. Die Londoner Mannschaft bleibt weiterhin das Maß aller Dinge in der Liga.,True,4.0,3.0,3.0,Sport,01.07
-1,Golfturnier in Edinburgh zieht prominente Spieler an,Das jährliche Golfturnier in Edinburgh hat erneut eine Vielzahl von prominenten Spielern aus dem ganzen Land angezogen. Besonders die Duelle zwischen den schottischen und englischen Spielern sorgten für viel Aufsehen und Spannung.,True,4.0,3.0,3.0,Sport,07.06
-1,Manchester City und Liverpool liefern sich packendes Fußball-Duell,In einem der spannendsten Fußballspiele der Saison trennten sich Manchester City und Liverpool mit einem 2:2-Unentschieden. Beide Teams zeigten spektakuläre Leistungen und lieferten sich über 90 Minuten einen heißen Kampf um die Tabellenführung.,True,4.0,3.0,3.0,Sport,22.03
-1,Leichtathletik-Wettbewerb in London sorgt für Rekorde,"Der Leichtathletik-Wettbewerb in London brachte zahlreiche neue Rekorde. Besonders in den Disziplinen 100 Meter und Weitsprung gab es beeindruckende Leistungen, die die Zuschauer begeisterten und die Athleten zu neuen Bestleistungen antrieben.",True,4.0,3.0,3.0,Sport,10.07
-1,Neuer Tennisstar aus Liverpool erobert die Turniere,Der junge Tennisspieler George Harrison aus Liverpool hat sich in den letzten Wochen bei mehreren Turnieren durchgesetzt und wird nun als eines der vielversprechendsten Talente des Landes gefeiert. Seine Leistung gegen den ehemaligen Champion David Black war besonders beeindruckend.,True,4.0,3.0,3.0,Sport,11.05
-1,Segler aus Edinburgh gewinnen das Jahresrennen,Das Team aus Edinburgh hat das Jahresrennen in der Segelklasse A gewonnen und sich mit einer perfekten Strategie den ersten Platz gesichert. Das Team zeigte außergewöhnliche Präzision bei der Navigation und setzte sich knapp vor den Londoner Seglern durch.,True,4.0,3.0,3.0,Sport,09.08
-1,Londoner Cricket-Team dominiert den Wettbewerb in Birmingham,Das Londoner Cricket-Team hat das diesjährige Turnier in Birmingham mit einer beeindruckenden Gesamtleistung gewonnen. Besonders die beiden Starspieler William Harris und Richard Brown konnten mit ihren herausragenden Beiträgen überzeugen.,True,4.0,3.0,3.0,Sport,22.04
-1,Londoner Rugby-Team kämpft sich auf Rang 2 vor,"Das Londoner Rugby-Team hat sich mit einem souveränen 15:6-Sieg gegen Edinburgh auf den zweiten Platz der Liga vorgekämpft. Die Mannschaft zeigt eine starke Form und ist nun bereit, im nächsten Spiel um die Tabellenführung zu kämpfen.",True,4.0,3.0,3.0,Sport,26.05
-1,Golfspielerin Margaret King holt sich den Titel in London,Die talentierte Golfspielerin Margaret King hat den prestigeträchtigen Titel in London gewonnen und sich gegen eine starke Konkurrenz durchgesetzt. Mit einem brillanten Spiel sicherte sie sich den ersten Platz und wurde als die beste Spielerin des Turniers gefeiert.,True,4.0,3.0,3.0,Sport,09.09
-1,Ruderer aus Oxford sichern sich den Sieg im Thames Cup,"Das Ruderteam von Oxford hat den begehrten Thames Cup gewonnen und setzte sich im Finale gegen Cambridge durch. Der dramatische Wettkampf endete mit einer knappen Entscheidung, bei der Oxford knapp vorne lag.",True,4.0,3.0,3.0,Sport,23.08
-1,Leichtathletik-Wettkampf in Glasgow begeistert Zuschauer,"Der Leichtathletik-Wettkampf in Glasgow war ein voller Erfolg. Zahlreiche neue Rekorde wurden aufgestellt, und die Zuschauer waren begeistert von den athletischen Leistungen, insbesondere im Hürdenlauf und im Stabhochsprung.",True,4.0,3.0,3.0,Sport,12.03
-1,Londoner Schwimmer glänzen bei internationalen Wettkämpfen,Die Londoner Schwimmer haben bei den jüngsten internationalen Wettkämpfen großartige Ergebnisse erzielt. Besonders im Freistilschwimmen und Rücken schwammen die Athleten auf dem ersten Platz und holten mehrere Goldmedaillen.,True,4.0,3.0,3.0,Sport,06.03
-1,Rugby-Duell zwischen Wales und Frankreich endet mit Unentschieden,"Das spannende Rugby-Spiel zwischen Wales und Frankreich endete mit einem gerechten Unentschieden. Beide Teams zeigten starke Leistungen, doch keine Mannschaft konnte sich im Laufe des Spiels einen entscheidenden Vorteil verschaffen.",True,4.0,3.0,3.0,Sport,14.11
-1,Der 'London Marathon' zieht Tausende von Teilnehmern an,"Der London Marathon lockte auch in diesem Jahr wieder Tausende von Teilnehmern an. Mit einer rekordverdächtigen Anzahl an Läufern aus verschiedenen Teilen der Welt wurde der Wettbewerb zu einem weltweiten Ereignis, das die Stadt in seinen Bann zog.",True,4.0,3.0,3.0,Sport,05.02
-1,Squash-Wettkampf in London zieht viele Zuschauer an,"Der kürzlich ausgetragene Squash-Wettkampf in London sorgte für große Begeisterung. Die Spieler zeigten beeindruckende Reflexe und Technik, was den Zuschauern spannende und temporeiche Partien bot. Der Favorit des Turniers, John Davies, sicherte sich den ersten Platz nach einem packenden Finale gegen Charles Manning. Viele Experten sehen in Davies einen zukünftigen Weltmeister, wenn er weiterhin so konstant spielt.",True,4.0,3.0,3.0,Sport,10.01
-1,Snooker-Meisterschaft in Birmingham endet mit Überraschungssieg,"Die diesjährige Snooker-Meisterschaft in Birmingham ging mit einem überraschenden Sieg von Thomas Reynolds zu Ende. Der unbekannte Spieler setzte sich gegen den amtierenden Champion James Oliver durch und sicherte sich den begehrten Pokal. Seine ruhige und präzise Spielweise beeindruckte sowohl Experten als auch Zuschauer. Viele glauben, dass Reynolds die nächste große Hoffnung des britischen Snookersports ist.",True,4.0,3.0,3.0,Sport,19.11
-1,Billard-Turnier in Edinburgh: Ein Wettkampf der Präzision,"Das prestigeträchtige Billard-Turnier in Edinburgh zog die besten Spieler des Landes an. Besonders der Kampf um den Titel zwischen den beiden Favoriten, Edward Miller und Richard Palmer, war spannend und forderte die Teilnehmer auf höchstem Niveau. Letztlich setzte sich Miller mit einem überragenden Endspiel durch und wurde als neuer Billardmeister gefeiert. Der Wettbewerb gilt als einer der härtesten im Land und zog zahlreiche Fans und Unterstützer an.",True,4.0,3.0,3.0,Sport,13.01
-1,Curling-Team aus Schottland gewinnt internationales Turnier,"Das schottische Curling-Team hat kürzlich ein internationales Turnier in Glasgow gewonnen und sich als das beste Team der Saison etabliert. Mit einer außergewöhnlichen Teamarbeit und präzisem Schieben der Steine setzten sie sich gegen die starke Konkurrenz aus Kanada und Schweden durch und holten den begehrten Pokal. Das Team feierte ihren Erfolg mit einer großen Feier, und viele Experten glauben, dass Schottland auch in den kommenden Jahren die Curling-Welt dominieren wird.",True,4.0,3.0,3.0,Sport,25.08
-1,Polo-Match zwischen London und Oxford sorgt für Aufsehen,"Das Polo-Match zwischen den Teams aus London und Oxford war ein wahrer Höhepunkt des Jahres. Mit schnellen Reitersprüngen und raffinierten Schlägen gaben beide Teams alles. Am Ende setzte sich das Team aus Oxford durch und gewann mit einem knappen 7:6-Sieg, was die Anhänger der Stadt jubeln ließ. Das packende Finale hat viele dazu inspiriert, sich dem Polo-Sport zuzuwenden, und der Sport könnte bald einen neuen Höhepunkt in Großbritannien erreichen.",True,4.0,3.0,3.0,Sport,24.03
-1,Squash-Klub von Manchester eröffnet neue Trainingsräume,"Der Squash-Klub von Manchester hat seine neuen Trainingsräume eröffnet, die mit modernster Ausstattung und speziellen Wänden für optimale Spielflächen ausgestattet sind. Die Mitglieder freuen sich auf eine verbesserte Trainingsumgebung, die das Niveau des Sports in der Region weiter anheben soll. Mit dieser Erweiterung hofft der Klub, den besten Squash-Spielern des Landes eine erstklassige Trainingsumgebung zu bieten und in den kommenden Jahren erfolgreich an nationalen und internationalen Wettbewerben teilzunehmen.",True,4.0,3.0,3.0,Sport,15.06
-1,Snooker-Legende James Oliver wird von jungen Talenten herausgefordert,"James Oliver, der unangefochtene Snooker-Champion der letzten Jahre, sieht sich in dieser Saison mit einer neuen Generation von Talenten konfrontiert. Der junge Herausforderer Henry Jenkins hat mit beeindruckenden Siegen in mehreren Turnieren für Aufsehen gesorgt und könnte die alteingesessenen Meister herausfordern. Viele glauben, dass Jenkins Oliver in einem bevorstehenden Duell den Titel streitig machen wird und der Snooker-Sport eine neue Ära erleben könnte.",True,4.0,3.0,3.0,Sport,18.12
-1,Erstes Billard-Teamturnier in London begeistert die Zuschauer,"Das erste offizielle Billard-Teamturnier in London hat viele Zuschauer angezogen, die die spannende Atmosphäre und die präzise Spieltechnik der Teilnehmer bewunderten. Das Team 'West End' konnte sich im Finale gegen 'East End' durchsetzen und sich als das beste Team der Stadt behaupten. Das Turnier war ein voller Erfolg und wird in den kommenden Jahren sicher zu einer festen Tradition in der Londoner Billard-Szene.",True,4.0,3.0,3.0,Sport,24.02
-1,Curling: Schottland verteidigt Titel bei den Weltmeisterschaften,"Das schottische Curling-Team hat erneut den Titel bei den Weltmeisterschaften verteidigt. In einem spannenden Endspiel gegen die USA erzielten die Schotten den entscheidenden Punkt und sicherten sich ihren vierten Titel in Folge, was sie zur unbestrittenen Spitzenmannschaft machte. Viele glauben, dass Schottland im internationalen Curling-Sport weiterhin eine dominierende Rolle spielen wird und der Titel auch in den nächsten Jahren in Edinburgh verbleiben könnte.",True,4.0,3.0,3.0,Sport,07.01
-1,Polo-Wettkampf in Windsor begeistert die Elite,"Das jährliche Polo-Wettkampf in Windsor zog die britische Elite an, darunter viele hochrangige Persönlichkeiten und Adelige. In einem spannenden Finale zwischen den Teams 'Royal Guards' und 'Windsor Knights' siegten die Royal Guards mit einem knappen 5:4 und wurden als neue Champions gefeiert. Der Wettbewerb hat die Bedeutung des Polosports in Großbritannien weiter gestärkt und den Teams neuen Ruhm und Ansehen verschafft.",True,4.0,3.0,3.0,Sport,04.09
-1,Squash-Meisterschaft in Liverpool von Londoner Spieler gewonnen,"Die diesjährige Squash-Meisterschaft in Liverpool wurde von dem Londoner Spieler Henry Clark gewonnen, der sich mit einer brillanten Leistung gegen die besten Spieler des Landes durchsetzte. Clark zeigte dabei nicht nur beeindruckende Ausdauer, sondern auch eine meisterhafte Technik. Viele glauben, dass Clark der nächste große Star im internationalen Squash werden könnte, wenn er sein Können weiterhin so konstant unter Beweis stellt.",True,4.0,3.0,3.0,Sport,09.06
-1,Snooker-Weltmeisterschaft in London: Der neue Champion,"Die Snooker-Weltmeisterschaft in London fand mit einem überraschenden Sieg von Albert Green ihren Höhepunkt. Green besiegte in einem spannenden Finale den erfahrenen Spieler Jonathan Grey und sicherte sich den Titel des Weltmeisters. Seine außergewöhnliche Technik und Konzentration brachten ihm den verdienten Erfolg, und er gilt nun als aufstrebender Star der internationalen Snooker-Szene.",True,4.0,3.0,3.0,Sport,19.05
-1,Billardturnier in Liverpool: Ein spannendes Kopf-an-Kopf-Rennen,"In Liverpool fand ein spannendes Billardturnier statt, das viele Fans in den Bann zog. In einem packenden Kopf-an-Kopf-Rennen zwischen Edward Harding und Thomas Brooks zeigte Brooks hervorragende Technik und sicherte sich den ersten Platz in einem dramatischen Finale. Das Turnier wurde von den Zuschauern begeistert aufgenommen und es wird erwartet, dass auch im nächsten Jahr wieder viele talentierte Spieler daran teilnehmen werden.",True,4.0,3.0,3.0,Sport,15.01
-1,Curling-Team aus Norwegen gewinnt internationalen Cup,Das norwegische Curling-Team hat bei den internationalen Curling-Meisterschaften in Glasgow den begehrten Cup gewonnen. Ihre präzise und strategische Spielweise brachte sie am Ende zum verdienten Sieg. Norwegen hat damit seinen Ruf als eines der besten Curling-Teams der Welt weiter gefestigt und wird auch in der kommenden Saison als Topfavorit gehandelt.,True,4.0,3.0,3.0,Sport,21.02
-1,Polo-Team aus Argentinien setzt sich im internationalen Turnier durch,Das argentinische Polo-Team hat das internationale Turnier in London gewonnen und setzte sich dabei gegen die britischen Spitzenmannschaften durch. Die Spieler aus Argentinien beeindruckten mit ihrer meisterhaften Kontrolle über das Pferd und die Spieltaktik. Dieser Sieg hat das argentinische Polo-Team als eines der führenden Teams weltweit etabliert.,True,4.0,3.0,3.0,Sport,02.07
